"TransactionID			",Report Type,Status,ProcessLog,RunDate
This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 02:44:12
General,General,General,Reading Config File....,22-09-2023 02:44:20
General,General,General,Config Data has been added to dictionary,22-09-2023 02:44:21
General,General,General,Total Number of Transaction to be Processed:11,22-09-2023 02:44:22
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_446,22-09-2023 02:44:22
General,General,General,Output Report File Creation Completed,22-09-2023 02:44:22
General,General,General,Website Accessible,22-09-2023 02:44:22
1,General,Process,Processing Transaction Number:1,22-09-2023 02:44:22
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 02:44:22
2,General,Process,Processing Transaction Number:2,22-09-2023 02:45:45
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 02:45:45
General,General,General,Website Accessible,22-09-2023 02:50:30
2,General,Process,Processing Transaction Number:2,22-09-2023 02:50:30
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 02:50:30
4,General,Process,Processing Transaction Number:3,22-09-2023 02:51:36
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 02:51:36
General,General,General,Website Accessible,22-09-2023 02:52:08
4,General,Process,Processing Transaction Number:3,22-09-2023 02:52:08
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 02:52:09
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 02:53:18
General,General,General,Reading Config File....,22-09-2023 02:53:26
General,General,General,Config Data has been added to dictionary,22-09-2023 02:53:27
General,General,General,Total Number of Transaction to be Processed:11,22-09-2023 02:53:28
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_447,22-09-2023 02:53:28
General,General,General,Output Report File Creation Completed,22-09-2023 02:53:28
General,General,General,Website Accessible,22-09-2023 02:53:28
1,General,Process,Processing Transaction Number:1,22-09-2023 02:53:28
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 02:53:28
2,General,Process,Processing Transaction Number:2,22-09-2023 02:55:25
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 02:55:25
General,General,General,Website Accessible,22-09-2023 02:58:15
2,General,Process,Processing Transaction Number:2,22-09-2023 02:58:15
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 02:58:15
General,General,General,Website Accessible,22-09-2023 03:00:10
2,General,Process,Processing Transaction Number:2,22-09-2023 03:00:10
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 03:00:11
General,General,General,Website Accessible,22-09-2023 03:02:37
4,General,Process,Processing Transaction Number:3,22-09-2023 03:02:37
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 03:02:37
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 03:37:33
General,General,General,Reading Config File....,22-09-2023 03:37:40
General,General,General,Config Data has been added to dictionary,22-09-2023 03:37:41
General,General,General,Total Number of Transaction to be Processed:11,22-09-2023 03:37:42
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_448,22-09-2023 03:37:42
General,General,General,Output Report File Creation Completed,22-09-2023 03:37:42
General,General,General,Website Accessible,22-09-2023 03:37:42
1,General,Process,Processing Transaction Number:1,22-09-2023 03:37:42
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 03:37:42
2,General,Process,Processing Transaction Number:2,22-09-2023 03:39:12
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 03:39:12
General,General,General,Website Accessible,22-09-2023 03:45:56
2,General,Process,Processing Transaction Number:2,22-09-2023 03:45:56
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 03:45:56
General,General,General,Website Accessible,22-09-2023 03:47:58
2,General,Process,Processing Transaction Number:2,22-09-2023 03:47:58
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 03:47:58
General,General,General,Website Accessible,22-09-2023 03:49:51
4,General,Process,Processing Transaction Number:3,22-09-2023 03:49:51
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 03:49:51
General,General,General,Website Accessible,22-09-2023 03:50:23
4,General,Process,Processing Transaction Number:3,22-09-2023 03:50:23
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 03:50:23
General,General,General,Website Accessible,22-09-2023 03:50:50
4,General,Process,Processing Transaction Number:3,22-09-2023 03:50:50
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 03:50:50
General,General,General,Website Accessible,22-09-2023 03:51:16
5,General,Process,Processing Transaction Number:4,22-09-2023 03:51:16
5,General,Process,Transaction Started for Transaction ID:5,22-09-2023 03:51:16
6,General,Process,Processing Transaction Number:5,22-09-2023 03:51:41
6,General,Process,Transaction Started for Transaction ID:6,22-09-2023 03:51:41
General,General,General,Website Accessible,22-09-2023 03:53:04
6,General,Process,Processing Transaction Number:5,22-09-2023 03:53:04
6,General,Process,Transaction Started for Transaction ID:6,22-09-2023 03:53:04
General,General,General,Website Accessible,22-09-2023 03:54:56
6,General,Process,Processing Transaction Number:5,22-09-2023 03:54:56
6,General,Process,Transaction Started for Transaction ID:6,22-09-2023 03:54:56
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 03:58:14
General,General,General,Reading Config File....,22-09-2023 03:58:21
General,General,General,Config Data has been added to dictionary,22-09-2023 03:58:23
General,General,General,Total Number of Transaction to be Processed:2,22-09-2023 03:58:23
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_449,22-09-2023 03:58:23
General,General,General,Output Report File Creation Completed,22-09-2023 03:58:23
General,General,General,Website Accessible,22-09-2023 03:58:23
1,General,Process,Processing Transaction Number:1,22-09-2023 03:58:23
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 03:58:23
2,General,Process,Processing Transaction Number:2,22-09-2023 04:00:03
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 04:00:03
General,General,General,Website Accessible,22-09-2023 04:08:05
2,General,Process,Processing Transaction Number:2,22-09-2023 04:08:05
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 04:08:05
General,General,General,Website Accessible,22-09-2023 04:10:02
2,General,Process,Processing Transaction Number:2,22-09-2023 04:10:02
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 04:10:02
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 04:24:16
General,General,General,Reading Config File....,22-09-2023 04:24:23
General,General,General,Config Data has been added to dictionary,22-09-2023 04:24:24
General,General,General,Total Number of Transaction to be Processed:2,22-09-2023 04:24:25
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_450,22-09-2023 04:24:25
General,General,General,Output Report File Creation Completed,22-09-2023 04:24:25
General,General,General,Website Accessible,22-09-2023 04:24:25
1,General,Process,Processing Transaction Number:1,22-09-2023 04:24:25
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 04:24:25
2,General,Process,Processing Transaction Number:2,22-09-2023 04:25:46
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 04:25:46
General,General,General,RPA GT Order Processing Completed.,22-09-2023 04:37:15
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 05:20:37
General,General,General,Reading Config File....,22-09-2023 05:20:45
General,General,General,Config Data has been added to dictionary,22-09-2023 05:20:46
General,General,General,Total Number of Transaction to be Processed:11,22-09-2023 05:20:47
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_451,22-09-2023 05:20:47
General,General,General,Output Report File Creation Completed,22-09-2023 05:20:47
General,General,General,Website Accessible,22-09-2023 05:20:47
1,General,Process,Processing Transaction Number:1,22-09-2023 05:20:47
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 05:20:47
2,General,Process,Processing Transaction Number:2,22-09-2023 05:21:56
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 05:21:56
General,General,General,Website Accessible,22-09-2023 05:24:12
2,General,Process,Processing Transaction Number:2,22-09-2023 05:24:12
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 05:24:12
General,General,General,Website Accessible,22-09-2023 05:26:12
2,General,Process,Processing Transaction Number:2,22-09-2023 05:26:12
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 05:26:12
General,General,General,Website Accessible,22-09-2023 05:28:11
4,General,Process,Processing Transaction Number:3,22-09-2023 05:28:11
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 05:28:11
General,General,General,Website Accessible,22-09-2023 05:31:00
4,General,Process,Processing Transaction Number:3,22-09-2023 05:31:00
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 05:31:00
General,General,General,Website Accessible,22-09-2023 05:31:27
4,General,Process,Processing Transaction Number:3,22-09-2023 05:31:27
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 05:31:27
General,General,General,Website Accessible,22-09-2023 05:31:54
5,General,Process,Processing Transaction Number:4,22-09-2023 05:31:54
5,General,Process,Transaction Started for Transaction ID:5,22-09-2023 05:31:54
General,General,General,Website Accessible,22-09-2023 05:32:16
